Diagnosis_Code,Description,CMS-HCC Model Category V28,Potential Co-existing Diagnoses
M86061,"Acute hematogenous osteomyelitis, right tibia and fibula",92,I50811 (23%); I50813 (21%); I82411 (18%); J810 (18%); I82A11 (18%)
M86062,"Acute hematogenous osteomyelitis, left tibia and fibula",92,I82412 (18%); J810 (18%); I82A12 (18%); I82422 (18%); I82432 (18%)
M86069,"Acute hematogenous osteomyelitis, unspecified tibia and fibula",92,I219 (20%); C9501 (18%); J810 (18%); C9502 (17%); I249 (17%)
M86071,"Acute hematogenous osteomyelitis, right ankle and foot",92,M08871 (47%); M08971 (46%); M06871 (44%); M08071 (42%); M06271 (42%)
M86072,"Acute hematogenous osteomyelitis, left ankle and foot",92,M08872 (47%); M08972 (46%); M06872 (44%); M08072 (42%); M06272 (42%)
M86079,"Acute hematogenous osteomyelitis, unspecified ankle and foot",92,M08979 (46%); M08879 (45%); M08972 (43%); M08971 (43%); M06879 (43%)
M8608,"Acute hematogenous osteomyelitis, other sites",92,J810 (23%); C457 (23%); Q018 (23%); M0889 (23%); C7989 (22%)
M8609,"Acute hematogenous osteomyelitis, multiple sites",92,M0889 (47%); M0899 (46%); M0689 (44%); M0809 (42%); M0629 (42%)
M8610,"Other acute osteomyelitis, unspecified site",92,C8510 (43%); M0890 (43%); K271 (43%); C6990 (41%); C8190 (41%)
M86111,"Other acute osteomyelitis, right shoulder",92,M08811 (44%); M08911 (42%); M06811 (41%); M08011 (38%); M06211 (38%)
M86112,"Other acute osteomyelitis, left shoulder",92,M08812 (44%); M08912 (42%); M06812 (41%); M08012 (38%); M06212 (38%)
M86119,"Other acute osteomyelitis, unspecified shoulder",92,M08919 (43%); M08819 (41%); M08019 (39%); M08912 (38%); M08911 (38%)
M86121,"Other acute osteomyelitis, right humerus",92,I50811 (31%); I50813 (29%); I82411 (25%); J810 (24%); I82A11 (24%)
M86122,"Other acute osteomyelitis, left humerus",92,I82412 (25%); J810 (24%); I82A12 (24%); I82422 (24%); I82432 (24%)
M86129,"Other acute osteomyelitis, unspecified humerus",92,I219 (28%); C9501 (25%); J810 (25%); C9502 (24%); I249 (23%)
M86131,"Other acute osteomyelitis, right radius and ulna",92,I50811 (26%); I50813 (24%); I82411 (20%); J810 (20%); I82A11 (20%)
M86132,"Other acute osteomyelitis, left radius and ulna",92,I82412 (20%); J810 (20%); I82A12 (20%); I82422 (20%); I82432 (20%)
M86139,"Other acute osteomyelitis, unspecified radius and ulna",92,I219 (23%); C9501 (21%); J810 (21%); C9502 (20%); I249 (19%)
M86141,"Other acute osteomyelitis, right hand",92,M08841 (45%); M08941 (43%); M06841 (42%); M08041 (39%); M06241 (39%)
M86142,"Other acute osteomyelitis, left hand",92,M08842 (45%); M08942 (43%); M06842 (42%); M08042 (39%); M06242 (39%)
M86149,"Other acute osteomyelitis, unspecified hand",92,M08949 (44%); M08849 (42%); M08049 (40%); M08942 (40%); M08941 (39%)
M86151,"Other acute osteomyelitis, right femur",92,I50811 (37%); I50813 (35%); S728X1A (30%); I82411 (29%); J810 (29%)
M86152,"Other acute osteomyelitis, left femur",92,S728X2A (30%); I82412 (29%); J810 (29%); I82A12 (29%); S7292XA (29%)
M86159,"Other acute osteomyelitis, unspecified femur",92,I219 (33%); S7290XA (30%); C9501 (30%); J810 (30%); C9502 (29%)
M86161,"Other acute osteomyelitis, right tibia and fibula",92,I50811 (26%); I50813 (24%); I82411 (20%); J810 (20%); I82A11 (20%)
M86162,"Other acute osteomyelitis, left tibia and fibula",92,I82412 (20%); J810 (20%); I82A12 (20%); I82422 (20%); I82432 (20%)
M86169,"Other acute osteomyelitis, unspecified tibia and fibula",92,I219 (23%); C9501 (21%); J810 (21%); C9502 (20%); I249 (19%)
M86171,"Other acute osteomyelitis, right ankle and foot",92,M08871 (55%); M08971 (54%); M06871 (52%); M08071 (50%); M06271 (49%)
M86172,"Other acute osteomyelitis, left ankle and foot",92,M08872 (55%); M08972 (54%); M06872 (52%); M08072 (50%); M06272 (49%)
M86179,"Other acute osteomyelitis, unspecified ankle and foot",92,M08979 (54%); M08879 (53%); M08972 (51%); M08971 (51%); M06879 (51%)
M8618,"Other acute osteomyelitis, other site",92,K271 (40%); K272 (38%); M0880 (35%); C8170 (33%); M0680 (32%)
M8619,"Other acute osteomyelitis, multiple sites",92,M0889 (55%); M0899 (54%); M0689 (52%); M0809 (50%); M0629 (49%)
M8620,"Subacute osteomyelitis, unspecified site",92,C8510 (38%); M0890 (38%); C6990 (36%); I6202 (36%); C8190 (36%)
M86211,"Subacute osteomyelitis, right shoulder",92,M08811 (38%); M08911 (37%); M06811 (36%); I6202 (35%); M08011 (34%)
M86212,"Subacute osteomyelitis, left shoulder",92,M08812 (38%); M08912 (37%); M06812 (36%); I6202 (35%); M08012 (34%)
M86219,"Subacute osteomyelitis, unspecified shoulder",92,M08919 (38%); I6202 (36%); M08819 (36%); M08019 (34%); M08912 (34%)
M86221,"Subacute osteomyelitis, right humerus",92,I6202 (33%); A811 (28%); G320 (26%); G374 (25%); G361 (22%)
M86222,"Subacute osteomyelitis, left humerus",92,I6202 (33%); A811 (28%); G320 (26%); G374 (25%); G361 (22%)
M86229,"Subacute osteomyelitis, unspecified humerus",92,I6202 (33%); A811 (28%); G320 (27%); G374 (25%); G361 (22%)
M86231,"Subacute osteomyelitis, right radius and ulna",92,I6202 (28%); A811 (24%); G320 (22%); G374 (21%); G361 (19%)
M86232,"Subacute osteomyelitis, left radius and ulna",92,I6202 (28%); A811 (24%); G320 (22%); G374 (21%); G361 (19%)
M86239,"Subacute osteomyelitis, unspecified radius and ulna",92,I6202 (28%); A811 (24%); G320 (23%); G374 (22%); G361 (19%)
M86241,"Subacute osteomyelitis, right hand",92,M08841 (39%); M08941 (38%); M06841 (37%); I6202 (35%); M08041 (35%)
M86242,"Subacute osteomyelitis, left hand",92,M08842 (39%); M08942 (38%); M06842 (37%); I6202 (35%); M08042 (35%)
M86249,"Subacute osteomyelitis, unspecified hand",92,M08949 (39%); M08849 (37%); I6202 (36%); M08049 (35%); M08942 (35%)
M86251,"Subacute osteomyelitis, right femur",92,I6202 (37%); A811 (32%); G320 (30%); G374 (29%); S728X1A (26%)
M86252,"Subacute osteomyelitis, left femur",92,I6202 (37%); A811 (32%); G320 (30%); G374 (29%); S728X2A (26%)
M86259,"Subacute osteomyelitis, unspecified femur",92,I6202 (38%); A811 (33%); G320 (31%); G374 (30%); S7290XA (26%)
M86261,"Subacute osteomyelitis, right tibia and fibula",92,I6202 (28%); A811 (24%); G320 (22%); G374 (21%); G361 (19%)
M86262,"Subacute osteomyelitis, left tibia and fibula",92,I6202 (28%); A811 (24%); G320 (22%); G374 (21%); G361 (19%)
M86269,"Subacute osteomyelitis, unspecified tibia and fibula",92,I6202 (28%); A811 (24%); G320 (23%); G374 (22%); G361 (19%)
M86271,"Subacute osteomyelitis, right ankle and foot",92,M08871 (50%); M08971 (48%); M06871 (47%); M08071 (45%); M06271 (45%)
M86272,"Subacute osteomyelitis, left ankle and foot",92,M08872 (50%); M08972 (48%); M06872 (47%); M08072 (45%); M06272 (45%)
M86279,"Subacute osteomyelitis, unspecified ankle and foot",92,M08979 (49%); M08879 (48%); M08972 (46%); M08971 (46%); M06879 (45%)
M8628,"Subacute osteomyelitis, other site",92,I6202 (37%); A811 (32%); M0880 (30%); G320 (30%); G374 (29%)
M8629,"Subacute osteomyelitis, multiple sites",92,M0889 (50%); M0899 (48%); M0689 (47%); M0809 (45%); M0629 (45%)
M8630,"Chronic multifocal osteomyelitis, unspecified site",92,C8510 (35%); M0890 (35%); C6990 (34%); G6182 (34%); C8190 (33%)
M86311,"Chronic multifocal osteomyelitis, right shoulder",92,M08811 (36%); M08911 (35%); M06811 (34%); M12011 (33%); G6182 (33%)
M86312,"Chronic multifocal osteomyelitis, left shoulder",92,M08812 (36%); M08912 (35%); M06812 (34%); M12012 (33%); G6182 (33%)
M86319,"Chronic multifocal osteomyelitis, unspecified shoulder",92,M08919 (35%); G6182 (34%); M08819 (33%); M08019 (32%); A812 (32%)
M86321,"Chronic multifocal osteomyelitis, right humerus",92,G6182 (31%); A812 (29%); C965 (22%); I50812 (21%); C960 (20%)
M86322,"Chronic multifocal osteomyelitis, left humerus",92,G6182 (31%); A812 (29%); C965 (22%); C960 (20%); L97329 (17%)
M86329,"Chronic multifocal osteomyelitis, unspecified humerus",92,G6182 (31%); A812 (29%); C965 (22%); C960 (20%); K739 (20%)
M86331,"Chronic multifocal osteomyelitis, right radius and ulna",92,G6182 (27%); A812 (25%); C965 (19%); I50812 (18%); C960 (17%)
M86332,"Chronic multifocal osteomyelitis, left radius and ulna",92,G6182 (27%); A812 (25%); C965 (19%); C960 (17%); L97329 (14%)
M86339,"Chronic multifocal osteomyelitis, unspecified radius and ulna",92,G6182 (27%); A812 (25%); C965 (19%); C960 (18%); K739 (17%)
M86341,"Chronic multifocal osteomyelitis, right hand",92,M08841 (37%); M08941 (36%); M06841 (35%); M12041 (34%); G6182 (33%)
M86342,"Chronic multifocal osteomyelitis, left hand",92,M08842 (37%); M08942 (36%); M06842 (34%); M12042 (34%); G6182 (33%)
M86349,"Chronic multifocal osteomyelitis, unspecified hand",92,M08949 (36%); M08849 (34%); G6182 (33%); M08049 (33%); M08942 (32%)
M86351,"Chronic multifocal osteomyelitis, right femur",92,G6182 (35%); A812 (33%); C965 (25%); S728X1A (24%); I50812 (24%)
M86352,"Chronic multifocal osteomyelitis, left femur",92,G6182 (35%); A812 (33%); C965 (25%); S728X2A (24%); S7292XA (23%)
M86359,"Chronic multifocal osteomyelitis, unspecified femur",92,G6182 (35%); A812 (33%); C965 (25%); S7290XA (24%); C960 (23%)
M86361,"Chronic multifocal osteomyelitis, right tibia and fibula",92,G6182 (27%); A812 (25%); C965 (19%); I50812 (18%); C960 (17%)
M86362,"Chronic multifocal osteomyelitis, left tibia and fibula",92,G6182 (27%); A812 (25%); C965 (19%); C960 (17%); L97329 (14%)
M86369,"Chronic multifocal osteomyelitis, unspecified tibia and fibula",92,G6182 (27%); A812 (25%); C965 (19%); C960 (18%); K739 (17%)
M86371,"Chronic multifocal osteomyelitis, right ankle and foot",92,M08871 (47%); M08971 (46%); M06871 (44%); M08071 (42%); M06271 (42%)
M86372,"Chronic multifocal osteomyelitis, left ankle and foot",92,M08872 (47%); M08972 (46%); M06872 (44%); M08072 (42%); M06272 (42%)
M86379,"Chronic multifocal osteomyelitis, unspecified ankle and foot",92,M08979 (46%); M08879 (45%); M08972 (43%); M08971 (43%); M06879 (43%)
M8638,"Chronic multifocal osteomyelitis, other site",92,G6182 (34%); A812 (32%); M1200 (28%); M0880 (28%); M1208 (27%)
M8639,"Chronic multifocal osteomyelitis, multiple sites",92,M0889 (47%); M0899 (46%); M0689 (45%); M0809 (42%); M0629 (42%)
M8640,"Chronic osteomyelitis with draining sinus, unspecified site",92,C319 (31%); C8510 (30%); M0890 (29%); C310 (29%); C6990 (28%)
M86411,"Chronic osteomyelitis with draining sinus, right shoulder",92,M08811 (30%); M08911 (29%); C310 (29%); M06811 (28%); M12011 (28%)
M86412,"Chronic osteomyelitis with draining sinus, left shoulder",92,M08812 (30%); M08912 (29%); C310 (29%); M06812 (28%); M12012 (28%)
M86419,"Chronic osteomyelitis with draining sinus, unspecified shoulder",92,C319 (31%); M08919 (30%); C310 (29%); C312 (28%); M08819 (28%)
M86421,"Chronic osteomyelitis with draining sinus, right humerus",92,C310 (27%); C312 (26%); C319 (26%); I495 (26%); C12 (25%)
M86422,"Chronic osteomyelitis with draining sinus, left humerus",92,C310 (27%); C312 (26%); C319 (26%); I495 (26%); C12 (25%)
M86429,"Chronic osteomyelitis with draining sinus, unspecified humerus",92,C319 (29%); C310 (28%); C312 (27%); I495 (26%); C12 (25%)
M86431,"Chronic osteomyelitis with draining sinus, right radius and ulna",92,C310 (25%); C312 (24%); C319 (23%); I495 (23%); C12 (23%)
M86432,"Chronic osteomyelitis with draining sinus, left radius and ulna",92,C310 (25%); C312 (24%); C319 (23%); I495 (23%); C12 (23%)
M86439,"Chronic osteomyelitis with draining sinus, unspecified radius and ulna",92,C319 (26%); C310 (25%); C312 (24%); I495 (23%); C12 (23%)
M86441,"Chronic osteomyelitis with draining sinus, right hand",92,M08841 (31%); M08941 (30%); M06841 (29%); M12041 (29%); C310 (29%)
M86442,"Chronic osteomyelitis with draining sinus, left hand",92,M08842 (31%); M08942 (30%); M06842 (29%); M12042 (29%); C310 (29%)
M86449,"Chronic osteomyelitis with draining sinus, unspecified hand",92,C319 (31%); M08949 (30%); C310 (29%); M08849 (29%); C312 (28%)
M86451,"Chronic osteomyelitis with draining sinus, right femur",92,C310 (30%); C312 (29%); C319 (28%); I495 (28%); C12 (27%)
M86452,"Chronic osteomyelitis with draining sinus, left femur",92,C310 (30%); C312 (29%); C319 (28%); I495 (28%); C12 (27%)
M86459,"Chronic osteomyelitis with draining sinus, unspecified femur",92,C319 (32%); C310 (30%); C312 (29%); I495 (28%); C12 (28%)
M86461,"Chronic osteomyelitis with draining sinus, right tibia and fibula",92,C310 (25%); C312 (24%); C319 (23%); I495 (23%); C12 (23%)
M86462,"Chronic osteomyelitis with draining sinus, left tibia and fibula",92,C310 (25%); C312 (24%); C319 (23%); I495 (23%); C12 (23%)
M86469,"Chronic osteomyelitis with draining sinus, unspecified tibia and fibula",92,C319 (26%); C310 (25%); C312 (24%); I495 (23%); C12 (23%)
M86471,"Chronic osteomyelitis with draining sinus, right ankle and foot",92,M08871 (40%); M08971 (39%); M06871 (38%); M08071 (36%); M06271 (36%)
M86472,"Chronic osteomyelitis with draining sinus, left ankle and foot",92,M08872 (40%); M08972 (39%); M06872 (38%); M08072 (36%); M06272 (36%)
M86479,"Chronic osteomyelitis with draining sinus, unspecified ankle and foot",92,M08979 (39%); M08879 (39%); M08972 (37%); M08971 (37%); M06879 (37%)
M8648,"Chronic osteomyelitis with draining sinus, other site",92,C310 (30%); C312 (28%); C319 (28%); I495 (28%); C12 (27%)
M8649,"Chronic osteomyelitis with draining sinus, multiple sites",92,M0889 (40%); M0899 (39%); M0689 (38%); M0809 (36%); M0629 (36%)
M8650,"Other chronic hematogenous osteomyelitis, unspecified site",92,C8510 (36%); M0890 (36%); C6990 (35%); C8190 (34%); C8290 (34%)
M86511,"Other chronic hematogenous osteomyelitis, right shoulder",92,M08811 (37%); M08911 (36%); M06811 (35%); M12011 (34%); M08011 (32%)
M86512,"Other chronic hematogenous osteomyelitis, left shoulder",92,M08812 (37%); M08912 (36%); M06812 (35%); M12012 (34%); M08012 (32%)
